providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,prop_label
0QA227688596#122642206_13L84240Q11100810Q2-1,2,227688596,Kevin Gausman,+5000,51,51.00,50/1,None Specified,Kevin Gausman,Unknown,None Specified,510006,None Specified,"[{'name': 'Kevin Gausman', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642209_13L84240Q11464112Q2-1,2,227688596,Joe Ryan,+5000,51,51.00,50/1,None Specified,Joe Ryan,Unknown,None Specified,510009,None Specified,"[{'name': 'Joe Ryan', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642177_13L84240Q1789764Q2-1,2,227688596,Sonny Gray,+5000,51,51.00,50/1,None Specified,Sonny Gray,Unknown,None Specified,510077,None Specified,"[{'name': 'Sonny Gray', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642189_13L84240Q1928047Q2-1,2,227688596,Pablo Lopez,+5000,51,51.00,50/1,None Specified,Pablo Lopez,Unknown,None Specified,510089,None Specified,"[{'name': 'Pablo Lopez', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642169_13L84240Q1789983Q2-1,2,227688596,Tyler Glasnow,+5500,56,56.00,55/1,None Specified,Tyler Glasnow,Unknown,None Specified,560069,None Specified,"[{'name': 'Tyler Glasnow', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642190_13L84240Q11100876Q2-1,2,227688596,Nick Pivetta,+5500,56,56.00,55/1,None Specified,Nick Pivetta,Unknown,None Specified,560090,None Specified,"[{'name': 'Nick Pivetta', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642195_13L84240Q12181662Q2-1,2,227688596,Michael King,+5500,56,56.00,55/1,None Specified,Michael King,Unknown,None Specified,560095,None Specified,"[{'name': 'Michael King', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642215_13L84240Q1788037Q2-1,2,227688596,Jack Flaherty,+6000,61,61.00,60/1,None Specified,Jack Flaherty,Unknown,None Specified,610015,None Specified,"[{'name': 'Jack Flaherty', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642235_13L84240Q11167378Q2-1,2,227688596,Carlos Rodon,+6000,61,61.00,60/1,None Specified,Carlos Rodon,Unknown,None Specified,610035,None Specified,"[{'name': 'Carlos Rodon', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642180_13L84240Q11263292Q2-1,2,227688596,Shane McClanahan,+6000,61,61.00,60/1,None Specified,Shane McClanahan,Unknown,None Specified,610080,None Specified,"[{'name': 'Shane McClanahan', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642197_13L84240Q11100832Q2-1,2,227688596,Mackenzie Gore,+6000,61,61.00,60/1,None Specified,Mackenzie Gore,Unknown,None Specified,610097,None Specified,"[{'name': 'Mackenzie Gore', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642205_13L84240Q11823015Q2-1,2,227688596,Kodai Senga,+6500,66,66.00,65/1,None Specified,Kodai Senga,Unknown,None Specified,660005,None Specified,"[{'name': 'Kodai Senga', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642242_13L84240Q12157494Q2-1,2,227688596,Bailey Ober,+6500,66,66.00,65/1,None Specified,Bailey Ober,Unknown,None Specified,660042,None Specified,"[{'name': 'Bailey Ober', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642173_13L84240Q11926690Q2-1,2,227688596,Tanner Bibee,+6500,66,66.00,65/1,None Specified,Tanner Bibee,Unknown,None Specified,660073,None Specified,"[{'name': 'Tanner Bibee', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642178_13L84240Q12198446Q2-1,2,227688596,Shota Imanaga,+6500,66,66.00,65/1,None Specified,Shota Imanaga,Unknown,None Specified,660078,None Specified,"[{'name': 'Shota Imanaga', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642179_13L84240Q1789730Q2-1,2,227688596,Shohei Ohtani,+7500,76,76.00,75/1,None Specified,Shohei Ohtani,Unknown,None Specified,760079,None Specified,"[{'name': 'Shohei Ohtani', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642217_13L84240Q11825762Q2-1,2,227688596,Hunter Brown,+8000,81,81.00,80/1,None Specified,Hunter Brown,Unknown,None Specified,810017,None Specified,"[{'name': 'Hunter Brown', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642162_13L84240Q1928042Q2-1,2,227688596,Zac Gallen,+8000,81,81.00,80/1,None Specified,Zac Gallen,Unknown,None Specified,810062,None Specified,"[{'name': 'Zac Gallen', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642201_13L84240Q11456370Q2-1,2,227688596,Logan Webb,+9000,91,91.00,90/1,None Specified,Logan Webb,Unknown,None Specified,910001,None Specified,"[{'name': 'Logan Webb', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642212_13L84240Q12246249Q2-1,2,227688596,Jared Jones,+9000,91,91.00,90/1,None Specified,Jared Jones,Unknown,None Specified,910012,None Specified,"[{'name': 'Jared Jones', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642220_13L84240Q11464116Q2-1,2,227688596,George Kirby,+9000,91,91.00,90/1,None Specified,George Kirby,Unknown,None Specified,910020,None Specified,"[{'name': 'George Kirby', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642236_13L84240Q11934473Q2-1,2,227688596,Bryce Miller,+9000,91,91.00,90/1,None Specified,Bryce Miller,Unknown,None Specified,910036,None Specified,"[{'name': 'Bryce Miller', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642239_13L84240Q11866125Q2-1,2,227688596,Brandon Pfaadt,+9000,91,91.00,90/1,None Specified,Brandon Pfaadt,Unknown,None Specified,910039,None Specified,"[{'name': 'Brandon Pfaadt', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642183_13L84240Q11105468Q2-1,2,227688596,Sandy Alcantara,+9000,91,91.00,90/1,None Specified,Sandy Alcantara,Unknown,None Specified,910083,None Specified,"[{'name': 'Sandy Alcantara', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642187_13L84240Q12275084Q2-1,2,227688596,Reynaldo Lopez,+9000,91,91.00,90/1,None Specified,Reynaldo Lopez,Unknown,None Specified,910087,None Specified,"[{'name': 'Reynaldo Lopez', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642203_13L84240Q12241368Q2-1,2,227688596,Kutter Crawford,+10000,101,101.00,100/1,None Specified,Kutter Crawford,Unknown,None Specified,1010003,None Specified,"[{'name': 'Kutter Crawford', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642208_13L84240Q1788305Q2-1,2,227688596,Jose Berrios,+10000,101,101.00,100/1,None Specified,Jose Berrios,Unknown,None Specified,1010008,None Specified,"[{'name': 'Jose Berrios', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642238_13L84240Q1787194Q2-1,2,227688596,Brandon Woodruff,+10000,101,101.00,100/1,None Specified,Brandon Woodruff,Unknown,None Specified,1010038,None Specified,"[{'name': 'Brandon Woodruff', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642243_13L84240Q11973718Q2-1,2,227688596,Andrew Abbott,+10000,101,101.00,100/1,None Specified,Andrew Abbott,Unknown,None Specified,1010043,None Specified,"[{'name': 'Andrew Abbott', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642174_13L84240Q11825754Q2-1,2,227688596,Taj Bradley,+10000,101,101.00,100/1,None Specified,Taj Bradley,Unknown,None Specified,1010074,None Specified,"[{'name': 'Taj Bradley', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642191_13L84240Q11113692Q2-1,2,227688596,Nick Lodolo,+10000,101,101.00,100/1,None Specified,Nick Lodolo,Unknown,None Specified,1010091,None Specified,"[{'name': 'Nick Lodolo', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642196_13L84240Q1788845Q2-1,2,227688596,Max Fried,+10000,101,101.00,100/1,None Specified,Max Fried,Unknown,None Specified,1010096,None Specified,"[{'name': 'Max Fried', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642207_13L84240Q11908008Q2-1,2,227688596,Justin Steele,+11000,111,111.00,110/1,None Specified,Justin Steele,Unknown,None Specified,1110007,None Specified,"[{'name': 'Justin Steele', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642240_13L84240Q1917469Q2-1,2,227688596,Brady Singer,+11000,111,111.00,110/1,None Specified,Brady Singer,Unknown,None Specified,1110040,None Specified,"[{'name': 'Brady Singer', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642164_13L84240Q1790414Q2-1,2,227688596,Yu Darvish,+11000,111,111.00,110/1,None Specified,Yu Darvish,Unknown,None Specified,1110064,None Specified,"[{'name': 'Yu Darvish', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642193_13L84240Q1928034Q2-1,2,227688596,Nathan Eovaldi,+11000,111,111.00,110/1,None Specified,Nathan Eovaldi,Unknown,None Specified,1110093,None Specified,"[{'name': 'Nathan Eovaldi', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642194_13L84240Q11100818Q2-1,2,227688596,Mitch Keller,+11000,111,111.00,110/1,None Specified,Mitch Keller,Unknown,None Specified,1110094,None Specified,"[{'name': 'Mitch Keller', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642229_13L84240Q12272035Q2-1,2,227688596,Cristopher Sanchez,+13000,131,131.00,130/1,None Specified,Cristopher Sanchez,Unknown,None Specified,1310029,None Specified,"[{'name': 'Cristopher Sanchez', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642176_13L84240Q12371157Q2-1,2,227688596,Spencer Schwellenbach,+13000,131,131.00,130/1,None Specified,Spencer Schwellenbach,Unknown,None Specified,1310076,None Specified,"[{'name': 'Spencer Schwellenbach', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642181_13L84240Q12286783Q2-1,2,227688596,Seth Lugo,+13000,131,131.00,130/1,None Specified,Seth Lugo,Unknown,None Specified,1310081,None Specified,"[{'name': 'Seth Lugo', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642182_13L84240Q1789680Q2-1,2,227688596,Sean Manaea,+13000,131,131.00,130/1,None Specified,Sean Manaea,Unknown,None Specified,1310082,None Specified,"[{'name': 'Sean Manaea', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642185_13L84240Q12258453Q2-1,2,227688596,Ronel Blanco,+13000,131,131.00,130/1,None Specified,Ronel Blanco,Unknown,None Specified,1310085,None Specified,"[{'name': 'Ronel Blanco', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642198_13L84240Q1788624Q2-1,2,227688596,Luis Severino,+13000,131,131.00,130/1,None Specified,Luis Severino,Unknown,None Specified,1310098,None Specified,"[{'name': 'Luis Severino', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642210_13L84240Q1928032Q2-1,2,227688596,Jesus Luzardo,+15000,151,151.00,150/1,None Specified,Jesus Luzardo,Unknown,None Specified,1510010,None Specified,"[{'name': 'Jesus Luzardo', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642211_13L84240Q11897814Q2-1,2,227688596,Jeffrey Springs,+15000,151,151.00,150/1,None Specified,Jeffrey Springs,Unknown,None Specified,1510011,None Specified,"[{'name': 'Jeffrey Springs', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642225_13L84240Q11100849Q2-1,2,227688596,Edward Cabrera,+15000,151,151.00,150/1,None Specified,Edward Cabrera,Unknown,None Specified,1510025,None Specified,"[{'name': 'Edward Cabrera', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642233_13L84240Q11105475Q2-1,2,227688596,Chris Bassitt,+15000,151,151.00,150/1,None Specified,Chris Bassitt,Unknown,None Specified,1510033,None Specified,"[{'name': 'Chris Bassitt', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642234_13L84240Q1787301Q2-1,2,227688596,Charlie Morton,+15000,151,151.00,150/1,None Specified,Charlie Morton,Unknown,None Specified,1510034,None Specified,"[{'name': 'Charlie Morton', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642556_13L84240Q12384677Q2-1,2,227688596,Spencer Arrighetti,+15000,151,151.00,150/1,None Specified,Spencer Arrighetti,Unknown,None Specified,1510056,None Specified,"[{'name': 'Spencer Arrighetti', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642559_13L84240Q12384679Q2-1,2,227688596,DJ Herz,+15000,151,151.00,150/1,None Specified,DJ Herz,Unknown,None Specified,1510059,None Specified,"[{'name': 'DJ Herz', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642161_13L84240Q11100815Q2-1,2,227688596,Zach Eflin,+15000,151,151.00,150/1,None Specified,Zach Eflin,Unknown,None Specified,1510061,None Specified,"[{'name': 'Zach Eflin', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642166_13L84240Q1790247Q2-1,2,227688596,Walker Buehler,+15000,151,151.00,150/1,None Specified,Walker Buehler,Unknown,None Specified,1510066,None Specified,"[{'name': 'Walker Buehler', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642167_13L84240Q11540197Q2-1,2,227688596,Tylor Megill,+15000,151,151.00,150/1,None Specified,Tylor Megill,Unknown,None Specified,1510067,None Specified,"[{'name': 'Tylor Megill', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642172_13L84240Q11358363Q2-1,2,227688596,Tanner Houck,+15000,151,151.00,150/1,None Specified,Tanner Houck,Unknown,None Specified,1510072,None Specified,"[{'name': 'Tanner Houck', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642184_13L84240Q11825737Q2-1,2,227688596,Ryan Pepiot,+15000,151,151.00,150/1,None Specified,Ryan Pepiot,Unknown,None Specified,1510084,None Specified,"[{'name': 'Ryan Pepiot', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642192_13L84240Q11542087Q2-1,2,227688596,Nestor Cortes,+15000,151,151.00,150/1,None Specified,Nestor Cortes,Unknown,None Specified,1510092,None Specified,"[{'name': 'Nestor Cortes', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642204_13L84240Q11244142Q2-1,2,227688596,Kumar Rocker,+20000,201,201.00,200/1,None Specified,Kumar Rocker,Unknown,None Specified,2010004,None Specified,"[{'name': 'Kumar Rocker', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642213_13L84240Q12338410Q2-1,2,227688596,Jake Irvin,+20000,201,201.00,200/1,None Specified,Jake Irvin,Unknown,None Specified,2010013,None Specified,"[{'name': 'Jake Irvin', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642221_13L84240Q11244153Q2-1,2,227688596,Gavin Williams,+20000,201,201.00,200/1,None Specified,Gavin Williams,Unknown,None Specified,2010021,None Specified,"[{'name': 'Gavin Williams', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642226_13L84240Q1787625Q2-1,2,227688596,Eduardo Rodriguez,+20000,201,201.00,200/1,None Specified,Eduardo Rodriguez,Unknown,None Specified,2010026,None Specified,"[{'name': 'Eduardo Rodriguez', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642228_13L84240Q12371166Q2-1,2,227688596,David Peterson,+20000,201,201.00,200/1,None Specified,David Peterson,Unknown,None Specified,2010028,None Specified,"[{'name': 'David Peterson', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642237_13L84240Q11832816Q2-1,2,227688596,Brayan Bello,+20000,201,201.00,200/1,None Specified,Brayan Bello,Unknown,None Specified,2010037,None Specified,"[{'name': 'Brayan Bello', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642557_13L84240Q12384681Q2-1,2,227688596,Ryan Feltner,+20000,201,201.00,200/1,None Specified,Ryan Feltner,Unknown,None Specified,2010057,None Specified,"[{'name': 'Ryan Feltner', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642558_13L84240Q12384683Q2-1,2,227688596,Erick Fedde,+20000,201,201.00,200/1,None Specified,Erick Fedde,Unknown,None Specified,2010058,None Specified,"[{'name': 'Erick Fedde', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642168_13L84240Q11100814Q2-1,2,227688596,Tyler Mahle,+20000,201,201.00,200/1,None Specified,Tyler Mahle,Unknown,None Specified,2010068,None Specified,"[{'name': 'Tyler Mahle', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA227688596#122642170_13L84240Q11822990Q2-1,2,227688596,Tyler Anderson,+20000,201,201.00,200/1,None Specified,Tyler Anderson,Unknown,None Specified,2010070,None Specified,"[{'name': 'Tyler Anderson', 'type': 'Team'}]",Strikeouts,Most Regular Season Strikeouts
0QA232264008#149414236_13L84240Q11825749Q2-1,2,232264008,Elly De La Cruz,+130,2.3,2.30,13/10,None Specified,Elly De La Cruz,Unknown,None Specified,23036,None Specified,"[{'name': 'Elly De La Cruz', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414209_13L84240Q1700312Q2-1,2,232264008,Ronald Acuna Jr.,+800,9,9.00,8/1,None Specified,Ronald Acuna Jr.,Unknown,None Specified,90009,None Specified,"[{'name': 'Ronald Acuna Jr.', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414240_13L84240Q11825751Q2-1,2,232264008,Corbin Carroll,+850,9.5,9.50,17/2,None Specified,Corbin Carroll,Unknown,None Specified,95040,None Specified,"[{'name': 'Corbin Carroll', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414245_13L84240Q11903303Q2-1,2,232264008,Brice Turang,+1200,13,13.00,12/1,None Specified,Brice Turang,Unknown,None Specified,130045,None Specified,"[{'name': 'Brice Turang', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414198_13L84240Q11464097Q2-1,2,232264008,Xavier Edwards,+1200,13,13.00,12/1,None Specified,Xavier Edwards,Unknown,None Specified,130098,None Specified,"[{'name': 'Xavier Edwards', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414208_13L84240Q1789730Q2-1,2,232264008,Shohei Ohtani,+1600,17,17.00,16/1,None Specified,Shohei Ohtani,Unknown,None Specified,170008,None Specified,"[{'name': 'Shohei Ohtani', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414211_13L84240Q12183046Q2-1,2,232264008,Pete Crow-Armstrong,+1800,19,19.00,18/1,None Specified,Pete Crow-Armstrong,Unknown,None Specified,190011,None Specified,"[{'name': 'Pete Crow-Armstrong', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414247_13L84240Q11464121Q2-1,2,232264008,Bobby Witt Jr.,+1800,19,19.00,18/1,None Specified,Bobby Witt Jr.,Unknown,None Specified,190047,None Specified,"[{'name': 'Bobby Witt Jr.', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414202_13L84240Q1928028Q2-1,2,232264008,Victor Robles,+1900,20,20.00,19/1,None Specified,Victor Robles,Unknown,None Specified,200002,None Specified,"[{'name': 'Victor Robles', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414227_13L84240Q11456367Q2-1,2,232264008,Jazz Chisholm Jr.,+2000,21,21.00,20/1,None Specified,Jazz Chisholm Jr.,Unknown,None Specified,210027,None Specified,"[{'name': 'Jazz Chisholm Jr.', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414239_13L84240Q12388229Q2-1,2,232264008,Dairon Blanco,+2000,21,21.00,20/1,None Specified,Dairon Blanco,Unknown,None Specified,210039,None Specified,"[{'name': 'Dairon Blanco', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414241_13L84240Q11854221Q2-1,2,232264008,CJ Abrams,+2000,21,21.00,20/1,None Specified,CJ Abrams,Unknown,None Specified,210041,None Specified,"[{'name': 'CJ Abrams', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414226_13L84240Q11963583Q2-1,2,232264008,Jose Caballero,+2500,26,26.00,25/1,None Specified,Jose Caballero,Unknown,None Specified,260026,None Specified,"[{'name': 'Jose Caballero', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414229_13L84240Q11263383Q2-1,2,232264008,Jarren Duran,+3000,31,31.00,30/1,None Specified,Jarren Duran,Unknown,None Specified,310029,None Specified,"[{'name': 'Jarren Duran', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414201_13L84240Q12252042Q2-1,2,232264008,Victor Scott II,+4000,41,41.00,40/1,None Specified,Victor Scott II,Unknown,None Specified,410001,None Specified,"[{'name': 'Victor Scott II', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414225_13L84240Q1788310Q2-1,2,232264008,Jose Ramirez,+4000,41,41.00,40/1,None Specified,Jose Ramirez,Unknown,None Specified,410025,None Specified,"[{'name': 'Jose Ramirez', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414230_13L84240Q11854219Q2-1,2,232264008,Jake McCarthy,+4000,41,41.00,40/1,None Specified,Jake McCarthy,Unknown,None Specified,410030,None Specified,"[{'name': 'Jake McCarthy', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414231_13L84240Q12288183Q2-1,2,232264008,Jacob Young,+4000,41,41.00,40/1,None Specified,Jacob Young,Unknown,None Specified,410031,None Specified,"[{'name': 'Jacob Young', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414217_13L84240Q11963582Q2-1,2,232264008,Maikel Garcia,+5000,51,51.00,50/1,None Specified,Maikel Garcia,Unknown,None Specified,510017,None Specified,"[{'name': 'Maikel Garcia', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414223_13L84240Q11113704Q2-1,2,232264008,Julio Rodriguez,+5000,51,51.00,50/1,None Specified,Julio Rodriguez,Unknown,None Specified,510023,None Specified,"[{'name': 'Julio Rodriguez', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414243_13L84240Q11456368Q2-1,2,232264008,Cedric Mullins,+5000,51,51.00,50/1,None Specified,Cedric Mullins,Unknown,None Specified,510043,None Specified,"[{'name': 'Cedric Mullins', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414213_13L84240Q11591465Q2-1,2,232264008,Nico Hoerner,+6000,61,61.00,60/1,None Specified,Nico Hoerner,Unknown,None Specified,610013,None Specified,"[{'name': 'Nico Hoerner', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414232_13L84240Q12183051Q2-1,2,232264008,Jackson Chourio,+6000,61,61.00,60/1,None Specified,Jackson Chourio,Unknown,None Specified,610032,None Specified,"[{'name': 'Jackson Chourio', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414244_13L84240Q11464138Q2-1,2,232264008,Bryson Stott,+6000,61,61.00,60/1,None Specified,Bryson Stott,Unknown,None Specified,610044,None Specified,"[{'name': 'Bryson Stott', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414248_13L84240Q11825768Q2-1,2,232264008,Anthony Volpe,+6000,61,61.00,60/1,None Specified,Anthony Volpe,Unknown,None Specified,610048,None Specified,"[{'name': 'Anthony Volpe', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414249_13L84240Q11101912Q2-1,2,232264008,Andres Gimenez,+6000,61,61.00,60/1,None Specified,Andres Gimenez,Unknown,None Specified,610049,None Specified,"[{'name': 'Andres Gimenez', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414237_13L84240Q11101907Q2-1,2,232264008,Dylan Moore,+7000,71,71.00,70/1,None Specified,Dylan Moore,Unknown,None Specified,710037,None Specified,"[{'name': 'Dylan Moore', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414238_13L84240Q11993893Q2-1,2,232264008,Dylan Crews,+7000,71,71.00,70/1,None Specified,Dylan Crews,Unknown,None Specified,710038,None Specified,"[{'name': 'Dylan Crews', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414246_13L84240Q11926869Q2-1,2,232264008,Brenton Doyle,+7000,71,71.00,70/1,None Specified,Brenton Doyle,Unknown,None Specified,710046,None Specified,"[{'name': 'Brenton Doyle', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414218_13L84240Q11854204Q2-1,2,232264008,Luis Robert Jr.,+8000,81,81.00,80/1,None Specified,Luis Robert Jr.,Unknown,None Specified,810018,None Specified,"[{'name': 'Luis Robert Jr.', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414224_13L84240Q11464110Q2-1,2,232264008,Josh Lowe,+8000,81,81.00,80/1,None Specified,Josh Lowe,Unknown,None Specified,810024,None Specified,"[{'name': 'Josh Lowe', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414197_13L84240Q11623728Q2-1,2,232264008,Zach Neto,+8000,81,81.00,80/1,None Specified,Zach Neto,Unknown,None Specified,810097,None Specified,"[{'name': 'Zach Neto', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414205_13L84240Q1928016Q2-1,2,232264008,Trea Turner,+10000,101,101.00,100/1,None Specified,Trea Turner,Unknown,None Specified,1010005,None Specified,"[{'name': 'Trea Turner', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414206_13L84240Q11456365Q2-1,2,232264008,Tommy Edman,+10000,101,101.00,100/1,None Specified,Tommy Edman,Unknown,None Specified,1010006,None Specified,"[{'name': 'Tommy Edman', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
0QA232264008#149414210_13L84240Q11100824Q2-1,2,232264008,Randy Arozarena,+10000,101,101.00,100/1,None Specified,Randy Arozarena,Unknown,None Specified,1010010,None Specified,"[{'name': 'Randy Arozarena', 'type': 'Team'}]",Stolen Bases,Most Regular Season Stolen Bases
