providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,subcategory,prop_label
0QA238962015#187240664_13L92483Q12142725453Q20,2,238962015,Iowa State 70:58 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010064,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187219964_13L92483Q11707938281Q20,2,238962015,Iowa State 74:69 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010064,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187263665_13L92483Q1-1539950972Q20,2,238962015,Iowa State 71:54 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010065,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187219966_13L92483Q1-549318469Q20,2,238962015,Iowa State 75:73 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010066,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187220066_13L92483Q1-418316269Q20,2,238962015,Iowa State 79:72 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010066,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187240667_13L92483Q1-923594432Q20,2,238962015,Iowa State 84:65 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010067,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187220170_13L92483Q1-2037494501Q20,2,238962015,Iowa State 74:71 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010070,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187263671_13L92483Q173367862Q20,2,238962015,Iowa State 79:76 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010071,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187240673_13L92483Q1-1150227004Q20,2,238962015,Iowa State 82:56 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010073,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234774_13L92483Q1226823078Q20,2,238962015,Iowa State 69:67 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010074,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187219975_13L92483Q1507185487Q20,2,238962015,Iowa State 75:56 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010075,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234776_13L92483Q1-686434257Q20,2,238962015,Iowa State 68:62 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010076,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234777_13L92483Q1-81024966Q20,2,238962015,Iowa State 72:68 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010077,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#188589578_13L92483Q1-59206567Q20,2,238962015,Iowa State 89:65 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010078,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234779_13L92483Q1-351538045Q20,2,238962015,Iowa State 87:66 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010079,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234786_13L92483Q11436085091Q20,2,238962015,Iowa State 87:73 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010086,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187219987_13L92483Q166206661Q20,2,238962015,Iowa State 84:63 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010087,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187219988_13L92483Q1-1053821847Q20,2,238962015,Iowa State 85:64 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010088,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234790_13L92483Q11763061151Q20,2,238962015,Iowa State 68:61 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010090,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187220092_13L92483Q11546260476Q20,2,238962015,Iowa State 78:70 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010092,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187220093_13L92483Q1440915091Q20,2,238962015,Iowa State 76:71 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010093,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187220096_13L92483Q1650562593Q20,2,238962015,Iowa State 72:64 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010096,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238962015#187234797_13L92483Q1822789887Q20,2,238962015,Iowa State 74:54 Lipscomb,+20000,201,201.00,200/1,None Specified,,Unknown,None Specified,2010097,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256000_13L92483Q1-1147122316Q20,2,238965378,Memphis 70:73 Colorado State,+14000,141,141.00,140/1,None Specified,,Unknown,None Specified,1410000,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256001_13L92483Q1-579797304Q20,2,238965378,Memphis 69:76 Colorado State,+14000,141,141.00,140/1,None Specified,,Unknown,None Specified,1410001,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256002_13L92483Q11834991301Q20,2,238965378,Memphis 75:72 Colorado State,+14000,141,141.00,140/1,None Specified,,Unknown,True,1410002,['MostBalancedOdds'],None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187255999_13L92483Q1-690141037Q20,2,238965378,Memphis 69:71 Colorado State,+14000,141,141.00,140/1,None Specified,,Unknown,None Specified,1410099,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256003_13L92483Q1875261040Q20,2,238965378,Memphis 70:72 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510003,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256105_13L92483Q11639756109Q20,2,238965378,Memphis 74:76 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510005,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256012_13L92483Q1-2096942450Q20,2,238965378,Memphis 70:74 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510012,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256015_13L92483Q1-334093830Q20,2,238965378,Memphis 77:72 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510015,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256016_13L92483Q11173437751Q20,2,238965378,Memphis 69:75 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510016,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256019_13L92483Q1-1822188692Q20,2,238965378,Memphis 73:75 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510019,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256020_13L92483Q11917100023Q20,2,238965378,Memphis 74:70 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510020,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256021_13L92483Q11354567106Q20,2,238965378,Memphis 71:77 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510021,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256024_13L92483Q1-327421933Q20,2,238965378,Memphis 73:77 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510024,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256046_13L92483Q1-461710206Q20,2,238965378,Memphis 73:81 Colorado State,+15000,151,151.00,150/1,None Specified,,Unknown,None Specified,1510046,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187262410_13L92483Q1-841079146Q20,2,238965378,Memphis 72:73 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610010,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256025_13L92483Q1-1559049786Q20,2,238965378,Memphis 71:74 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610025,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256029_13L92483Q11125628905Q20,2,238965378,Memphis 71:76 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610029,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256032_13L92483Q11154729265Q20,2,238965378,Memphis 68:72 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610032,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256034_13L92483Q1-556679737Q20,2,238965378,Memphis 74:72 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610034,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256035_13L92483Q12041162376Q20,2,238965378,Memphis 70:67 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610035,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256037_13L92483Q1-925659544Q20,2,238965378,Memphis 74:77 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610037,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256039_13L92483Q1-1298179534Q20,2,238965378,Memphis 66:69 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610039,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256040_13L92483Q1-1398942032Q20,2,238965378,Memphis 77:76 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610040,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256041_13L92483Q1-387460635Q20,2,238965378,Memphis 73:74 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610041,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256044_13L92483Q1-14889016Q20,2,238965378,Memphis 73:71 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610044,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256047_13L92483Q1569075816Q20,2,238965378,Memphis 67:69 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610047,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256051_13L92483Q1896071052Q20,2,238965378,Memphis 69:72 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610051,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256052_13L92483Q11117844576Q20,2,238965378,Memphis 67:71 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610052,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256053_13L92483Q1996745572Q20,2,238965378,Memphis 77:75 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610053,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256055_13L92483Q11182579413Q20,2,238965378,Memphis 72:76 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610055,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256056_13L92483Q1-2137795545Q20,2,238965378,Memphis 68:71 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610056,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256057_13L92483Q1-558865105Q20,2,238965378,Memphis 66:70 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610057,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256058_13L92483Q155222029Q20,2,238965378,Memphis 75:77 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610058,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256059_13L92483Q1-898015480Q20,2,238965378,Memphis 71:68 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610059,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256060_13L92483Q11171976348Q20,2,238965378,Memphis 72:80 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610060,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256092_13L92483Q1346750791Q20,2,238965378,Memphis 80:77 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610092,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256096_13L92483Q1-1428736552Q20,2,238965378,Memphis 67:75 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610096,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256099_13L92483Q1-1824781713Q20,2,238965378,Memphis 76:75 Colorado State,+16000,161,161.00,160/1,None Specified,,Unknown,None Specified,1610099,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256102_13L92483Q1922261524Q20,2,238965378,Memphis 66:78 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710002,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256006_13L92483Q11776602584Q20,2,238965378,Memphis 76:74 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710006,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256108_13L92483Q1-2007759988Q20,2,238965378,Memphis 74:79 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710008,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256111_13L92483Q1-1052789756Q20,2,238965378,Memphis 72:75 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710011,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256113_13L92483Q1710466738Q20,2,238965378,Memphis 77:74 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710013,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256213_13L92483Q1-1848097649Q20,2,238965378,Memphis 73:80 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710013,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256014_13L92483Q11777136737Q20,2,238965378,Memphis 68:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710014,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256115_13L92483Q11936376471Q20,2,238965378,Memphis 65:68 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710015,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256120_13L92483Q1-1160601899Q20,2,238965378,Memphis 68:67 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710020,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256122_13L92483Q1-1600878066Q20,2,238965378,Memphis 74:71 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710022,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256227_13L92483Q1-389145126Q20,2,238965378,Memphis 81:72 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710027,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256128_13L92483Q1427935600Q20,2,238965378,Memphis 78:75 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710028,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256228_13L92483Q11405290446Q20,2,238965378,Memphis 71:83 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710028,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256033_13L92483Q11995023366Q20,2,238965378,Memphis 69:67 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710033,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256036_13L92483Q1-2087148963Q20,2,238965378,Memphis 73:76 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710036,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187262437_13L92483Q11947421756Q20,2,238965378,Memphis 79:78 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710037,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256038_13L92483Q1-437563327Q20,2,238965378,Memphis 71:73 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710038,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256140_13L92483Q1-590431412Q20,2,238965378,Memphis 67:68 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710040,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256042_13L92483Q12055443973Q20,2,238965378,Memphis 73:72 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710042,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256246_13L92483Q11634663836Q20,2,238965378,Memphis 83:77 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710046,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256149_13L92483Q1-2036587236Q20,2,238965378,Memphis 75:76 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710049,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256061_13L92483Q1245425319Q20,2,238965378,Memphis 66:71 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710061,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256062_13L92483Q1-1623765020Q20,2,238965378,Memphis 71:75 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710062,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256065_13L92483Q11026587581Q20,2,238965378,Memphis 69:73 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710065,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187263166_13L92483Q1-1058018390Q20,2,238965378,Memphis 82:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710066,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256066_13L92483Q1-2073023902Q20,2,238965378,Memphis 73:79 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710066,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256067_13L92483Q1-577080725Q20,2,238965378,Memphis 69:81 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710067,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256068_13L92483Q11645722024Q20,2,238965378,Memphis 70:82 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710068,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256069_13L92483Q1-1790161501Q20,2,238965378,Memphis 71:72 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710069,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256071_13L92483Q1-501289463Q20,2,238965378,Memphis 72:74 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710071,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256072_13L92483Q11498500184Q20,2,238965378,Memphis 66:68 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710072,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187416673_13L92483Q1-2085103361Q20,2,238965378,Memphis 83:75 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710073,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256073_13L92483Q1-304064118Q20,2,238965378,Memphis 67:78 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710073,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256074_13L92483Q1-99518857Q20,2,238965378,Memphis 67:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710074,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256076_13L92483Q1-44104046Q20,2,238965378,Memphis 72:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710076,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256077_13L92483Q11612734410Q20,2,238965378,Memphis 72:69 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710077,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256078_13L92483Q1-1085653371Q20,2,238965378,Memphis 72:71 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710078,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256079_13L92483Q1486994932Q20,2,238965378,Memphis 70:81 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710079,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256084_13L92483Q1-622204831Q20,2,238965378,Memphis 69:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710084,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256085_13L92483Q1172842408Q20,2,238965378,Memphis 67:73 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710085,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256086_13L92483Q1-1346636055Q20,2,238965378,Memphis 67:72 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710086,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256087_13L92483Q11392672970Q20,2,238965378,Memphis 70:69 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710087,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256088_13L92483Q18448990Q20,2,238965378,Memphis 71:69 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710088,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256089_13L92483Q11882651291Q20,2,238965378,Memphis 71:70 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710089,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256090_13L92483Q11794827623Q20,2,238965378,Memphis 69:68 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710090,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256094_13L92483Q1-75080096Q20,2,238965378,Memphis 76:73 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710094,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256095_13L92483Q11445880903Q20,2,238965378,Memphis 68:75 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710095,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256098_13L92483Q1-1231008391Q20,2,238965378,Memphis 70:71 Colorado State,+17000,171,171.00,170/1,None Specified,,Unknown,None Specified,1710098,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256100_13L92483Q1-2074603462Q20,2,238965378,Memphis 80:74 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810000,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256101_13L92483Q11498721748Q20,2,238965378,Memphis 66:75 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810001,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256203_13L92483Q1-2114584600Q20,2,238965378,Memphis 72:67 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810003,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256103_13L92483Q1-1659955695Q20,2,238965378,Memphis 65:76 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810003,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256004_13L92483Q1-578894219Q20,2,238965378,Memphis 70:68 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810004,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256205_13L92483Q1-1700630152Q20,2,238965378,Memphis 65:73 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810005,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256007_13L92483Q1-1123489625Q20,2,238965378,Memphis 76:78 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810007,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256107_13L92483Q1434676775Q20,2,238965378,Memphis 68:81 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810007,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256008_13L92483Q1-1933727358Q20,2,238965378,Memphis 74:78 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810008,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256208_13L92483Q1-1805842084Q20,2,238965378,Memphis 74:73 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810008,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256212_13L92483Q1-1142949054Q20,2,238965378,Memphis 76:80 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810012,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187262413_13L92483Q1347787542Q20,2,238965378,Memphis 68:65 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810013,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256013_13L92483Q1-1861155299Q20,2,238965378,Memphis 72:81 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810013,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256114_13L92483Q1898975569Q20,2,238965378,Memphis 66:72 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810014,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256018_13L92483Q1-1412216460Q20,2,238965378,Memphis 75:73 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810018,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256118_13L92483Q1-1579914706Q20,2,238965378,Memphis 71:66 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810018,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187262420_13L92483Q11301680153Q20,2,238965378,Memphis 76:71 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810020,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187256220_13L92483Q11881271516Q20,2,238965378,Memphis 65:79 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810020,None Specified,None Specified,Game Props,Correct Score,Correct Score
0QA238965378#187262421_13L92483Q1649400397Q20,2,238965378,Memphis 80:76 Colorado State,+18000,181,181.00,180/1,None Specified,,Unknown,None Specified,1810021,None Specified,None Specified,Game Props,Correct Score,Correct Score
